Insectendoos_label|Insectendoos_toelichting|AangegevenTaxon|aantal
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Plateumaris rustica|9
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Orsodacne cerasi|1
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Zeugophora subspinosa|10
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Zeugophora flavicollis|9
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Lema cyanella|1
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Lema melanopus|12
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Crioceris 12-punctata|12
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Crioceris asparagi|15
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Crioceris filii|8
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Crioceris merdigera|5
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Labidostomis longimana|3
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Lachnea xx5|5
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Clytra quadripunctata|8
12-16|"Natuurhistorisch museum Enschede | Coleoptera | 2917-2962 | Chrysomelidae"|Clytra laeviuscula|1
13-09||Dytiscus marginalis|27
13-09||Dytiscus circumcinctus|1
13-09||Dytiscus circumflexus|4
13-09||Dytiscus lapponicus|4
13-09||Cybister lateralimarginatus|7
13-09||Aulonogyrus concinnus|3
13-09||Aulonogyrus striatus|3
13-09||Gyrinus minutus|6
13-09||Gyrinus aeratus|18
13-09||Gyrinus marinus|23
13-09||Gyrinus distinctus|3
13-09||Gyrinus substriatus|49
13-09||Gyrinus natator|15
13-09||Gyrinus urinator|19
13-09||Gyrinus suffriani|3
13-09||Gyrinus caspius|8
13-09||Gyrinus paykulli|4
13-09||Gyrinus opacus|1
13-09||Gyrinus dejeani|8
13-09||Gyrinus striolatus|3
13-09||Gyrinus mergus|1
13-09||Orectochilus villosus|5
13-09||Rhysodes sulcatus|3
13-09||Omoglymmius germari|2
13-09||Clinidium trisulcatum|1
13-09||Hydraena palustris|8
13-09||Hydraena britteni|8
13-09||Hydraena riparia|2
13-09||Hydraena melas|2
13-09||Hydraena nigrita|1
13-09||Hydraena subjuncta|2
13-09||Hydraena subimpressa|2
13-09||Hydraena pygmaea|3
13-09||Hydraena pulchella|2
13-09||Hydraena lapidicola|3
13-09||Hydraena excisa|4
13-09||Hydraena gracilis|24
13-09||Hydraena belgica|3
13-09||Hydraena saga|3
13-09||Hydraena truncata|2
13-09||Hydraena polita|1
13-09||Hydraena dentipes|3
13-09||Hydraena grandis|2
13-10|Lastige naamgeving; voorlopig NON DET.|NN NN|13
13-11|Lastige naamgeving; voorlopig NON DET.|NN NN|352
13-12|Lastige naamgeving; voorlopig NON DET.|NN NN|1000
13-13||NN 800|1
Stronkhorst box 03|BR2025.86 Bruikleen Erik Stronkhorst Box 3 Carabidae. Niet op naam gebracht, alleen (globale) vindplaats aangegeven. Deze box veel uit Afrika|NN NN|139
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Cypholoba spec.|1
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Cypholoba gracilis|4
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Cypholoba graphipteroidea|13
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Anthia cintipennis|13
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Campalita chlorostictum|5
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|NN NN|4
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Thermophilum galla|9
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Thermophilum spec.|4
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Anthia circumscripta|12
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Anthia cinctipennis|7
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Anthia spec.|16
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Cypholoba caillaudi|13
Stronkhorst box 02|BR2025.86 Bruikleen Erik Stronkhorst Box 2 Carabidae|Anthia thoracia|5
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Polycestina quatuordecimmaculata|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Casteliella laesicollis|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|6
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Phlocteis exasperata|2
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|3
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Sternocera orissa|4
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|10
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|7
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|3
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|4
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Psiloptera vana|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Steraspis spec.|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|2
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|10
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|5
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|6
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Evides pubiventris|4
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|2
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|2
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Psiloptera spec.|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|1
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Angelia peteli|3
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Chrysochroa lepida|5
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|NN NN|12
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Strenocera orissa variabilis|8
Stronkhorst box 01|BR2025.86 Bruikleen Erik Stronkhorst Box 1. Buprestidae|Strenocera orissa orissa|10
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|Ceroplesis NNN|4
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|Ceroplesis bicincta|2
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|Ceroplesis spec.|6
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|Laziopezus sp.|4
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|3
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|5
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|Jamuronus spec.|3
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|Zographus niveisparsus|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|Prosopocera lactatori|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|13
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|2
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|4
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|Phyllocnema latipes|2
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|1
Stronkhorst box 04|BR2025.86 Bruikleen Erik Stronkhorst Box 4 Cerambycidae|NN NN|3
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|NN NN|3
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|NN NN|1
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|Rhynoncus perpendicularis|1
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|Rhynoncus bruchoides|2
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|Cidnorhinus sp.|1
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|NN NN|1
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|Ceuterorhynchus alliazrae|1
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|Ceuterorhynchus assimilis|1
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|NN NN|4
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|NN NN|3
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|NN NN|1
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|NN NN|1
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|Drepanocerus freyi|4
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|NN NN|4
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|NN NN|8
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|NN NN|1
Stronkhorst box 05|BR2025.86 Bruikleen Erik Stronkhorst Box 5 Cerambycidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|2
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|6
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|3
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|Brachycerus cf dorsomaculatus|2
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|2
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|27
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|2
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|2
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|5
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|6
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|9
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|6
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|Rhynchophorus phoenicis|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|Rhynchophorus palmarum|3
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|2
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|8
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|Polyclaeis equestris|9
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|6
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|Hipporrhinus spec.|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|10
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|3
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|11
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|8
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|Brachycerus cf congestus|1
Stronkhorst box 06|BR2025.86 Bruikleen Erik Stronkhorst Box 6 Curculionidae|NN NN|1
Stronkhorst box 07|BR2025.86 Bruikleen Erik Stronkhorst Box 7 Lucanidae, Trogidae & Geotrupidae|NN NN|10
Stronkhorst box 07|BR2025.86 Bruikleen Erik Stronkhorst Box 7 Lucanidae, Trogidae & Geotrupidae|NN NN|6
Stronkhorst box 07|BR2025.86 Bruikleen Erik Stronkhorst Box 7 Lucanidae, Trogidae & Geotrupidae|NN NN|8
Stronkhorst box 07|BR2025.86 Bruikleen Erik Stronkhorst Box 7 Lucanidae, Trogidae & Geotrupidae|NN NN|6
Stronkhorst box 07|BR2025.86 Bruikleen Erik Stronkhorst Box 7 Lucanidae, Trogidae & Geotrupidae|NN NN|15
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Rhabdotis aulica|4
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Rhabdotis semipunctata|2
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Rhabdotis intermedia|1
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Rhabdotis sobrins|1
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Annisorrhina umbonata|5
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Diplognatha striata|2
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Porphyronota hebrea|15
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Diplognatha gagates silicea|3
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Pachnodella impressa|9
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|NN NN|1
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|NN NN|1
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Annisorrhina flavomaculata flavomaculata|1
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Porphyronota maculatissima|4
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Rhabdotis albinigra|4
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|NN NN|2
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|NN NN|3
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Mecynorrhina (amoraudes) passerinii|3
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Plaesiorrhinella planata|5
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Annisorrhina algoensis|11
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Cheirolasia burkei|3
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Plaesiorrhinella (Chondrorrhina) trivittata|11
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Pachnoda picturata|2
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Pachnoda sinuata sinuata|3
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Pachnoda sinuata calceata|2
Stronkhorst box 08|BR2025.86 Bruikleen Erik Stronkhorst Box 8 Scarabaeidae subfamilie Cetoniiae|Pachnoda sinuata flaviventris|3
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Dilichostethus levis|8
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Polybaphes baltaeta baltaeta|2
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Polybaphes subfasciata|3
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Xeloma tomentosa|3
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Xeloma maura|1
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Xeloma leprosa|10
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Anoplocheilus figarutus|3
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Amazula suavis|1
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Pseudoclinteria cincticollis|1
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Dischista cincta|15
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Paleopragma spec.|1
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Polystalactica furfurosa|1
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Tephrea leucomelona|4
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Tephrea dichroa|2
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Tephrea simonsi|3
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Tephrea morosa|15
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Dischista rufa|8
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Anelaphinis rhodesiana|6
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Niphetophora carneola|1
Stronkhorst box 09|BR2025.86 Bruikleen Erik Stronkhorst Box 9 Scarabaeidae subfamilie Cetoniiae|Atrichelaphinis tigrina|13
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|1
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|1
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|3
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|3
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Mausoleopsis amabilis|8
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Leucocelis rubra|8
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Clinteroides permutans|14
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|1
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Coenochilus sp.|2
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|3
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|Coenochilus sp.|2
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|1
Stronkhorst box 10|BR2025.86 Bruikleen Erik Stronkhorst Box 10 Scarabaeidae subfamilie Cetoniiae|NN NN|1
